id_abbonamento,durata,costo,tipo,id_sottoscrizione,data_inizio,data_fine,FK_Utente,FK_Abbonamento,id_utente,username,email,lingua,nome,sesso,data_di_nascita,indirizzo,tfa,steamid,FK_Statistiche
4,12,39.99,CSGO,4407,2016-01-18,2016-02-18,9150,4,9150,Joan97,Emelia_Heidenreich82@yahoo.com,en_AU,Maria Bayer,f,1977-08-20,193 Koelpin Radial,0,0:0:100321543,13219
7,6,29.94,PUBG,4408,2016-00-27,2016-06-27,11395,7,11395,Esta_Schowalter15,Tyshawn97@gmail.com,fr,Pablo Ebert,m,1960-04-04,207 Willms Run,0,0:0:34297125,13570
2,3,17.97,CSGO,4409,2017-11-27,2017-12-27,16943,2,16943,Afton48,Olga.Feeney@yahoo.com,en_BORK,Emmett Rath,m,1974-07-13,0888 Veum Forges,0,1:1:30326191,18789
13,1,9.99,premium,4410,2017-02-20,2017-08-20,7608,13,7608,Raquel.OKeefe77,Heather.Rippin@yahoo.com,ko,Eulah Stroman,f,1984-01-26,210 Gerhold Burg,0,1:1:60132842,21235
1,1,5.99,CSGO,4411,2016-04-18,2016-05-18,133,1,133,Kraig61,Delphia_Sauer7@hotmail.com,it,Gregorio Wiegand,m,1987-11-15,18869 Evie Isle,1,0:0:16116927,1209
4,12,39.99,CSGO,4412,2017-01-22,2017-04-22,10087,4,10087,Gabrielle.Cummings,Armand.Schmitt30@hotmail.com,id_ID,Camden Donnelly,f,1989-04-24,97640 Hammes Crest,0,1:1:69978002,12348
1,1,5.99,CSGO,4413,2016-11-12,2017-02-12,12185,1,12185,Ruben.Hayes94,Murl.Pagac71@gmail.com,de_CH,Ofelia Buckridge,m,1980-08-06,335 Oberbrunner Ports,0,1:1:69340245,8595
7,6,29.94,PUBG,4414,2016-00-10,2016-06-10,7943,7,7943,Breana68,Ibrahim.Franecki35@hotmail.com,es,Andy Cole,f,1991-07-23,38271 Miller Junction,1,0:0:51605033,8495
7,6,29.94,PUBG,4416,2017-02-08,2017-08-08,5523,7,5523,Rosella_Witting50,Max30@hotmail.com,en_AU,Hoyt Osinski,m,1968-01-29,303 Javonte Tunnel,0,0:0:52596450,20026
1,1,5.99,CSGO,4417,2017-02-04,2017-05-04,9938,1,9938,Marco35,Mozelle_Mills44@gmail.com,ge,Jermain Batz,f,1988-09-17,9848 Harvey Shores,1,1:1:61937059,19598
13,1,9.99,premium,4418,2017-03-27,2018-03-27,15605,13,15605,Bernhard.Beier,Mossie64@gmail.com,ja,Brendon Bosco,m,1992-03-31,84156 Newton Point,1,0:0:102984141,24152
2,3,17.97,CSGO,4419,2018-02-19,2018-03-19,6994,2,6994,Royal.Gerlach,Anabel_Pouros@gmail.com,it,Eloisa Hahn,m,1994-03-04,639 Winnifred Avenue,1,1:1:102266986,6976
1,1,5.99,CSGO,4420,2016-02-16,2017-02-16,4292,1,4292,Jonatan.Lesch11,Vita.Kuphal16@yahoo.com,nl,Cordelia Kreiger,f,1974-09-17,1823 Bednar Overpass,0,1:1:60118599,2159
13,1,9.99,premium,4421,2018-10-25,2019-10-25,8925,13,8925,Guillermo.Lynch89,Guadalupe52@gmail.com,en,Roma Durgan,m,1979-01-29,11940 Jenkins Wall,0,1:1:27525642,9653
1,1,5.99,CSGO,4422,2016-00-25,2016-12-25,2466,1,2466,Caesar_Swaniawski68,Columbus.Daniel@hotmail.com,pt_BR,Whitney Goldner,f,1970-07-18,0016 Lynch Square,1,0:0:35685245,424
4,12,39.99,CSGO,4423,2016-08-08,2016-11-08,7155,4,7155,Willard5,Chelsie_Bartell@yahoo.com,nl,Jillian Jacobi,m,1996-01-13,705 Stephanie Pines,0,0:0:24049469,18295
1,1,5.99,CSGO,4424,2018-07-06,2019-01-06,12286,1,12286,Justina77,Emanuel.Wunsch@hotmail.com,it,Kara Monahan,f,1999-08-08,18358 Greenholt Stream,0,1:1:53222163,10544
3,6,29.94,CSGO,4425,2016-11-29,2016-12-29,11477,3,11477,Colleen9,Barrett.Rodriguez@hotmail.com,pt_BR,Asa Ledner,f,1968-04-25,5194 O'Reilly Junctions,0,1:1:13513164,23412
7,6,29.94,PUBG,4426,2016-09-02,2017-03-02,3271,7,3271,Rhianna6,Shawna0@gmail.com,pl,Quinn McClure,f,1970-07-09,0940 Rosanna Keys,0,1:1:99210468,1015
1,1,5.99,CSGO,4427,2016-03-16,2016-09-16,6521,1,6521,Andy21,Eda.Predovic26@yahoo.com,tr,Cornell Romaguera,f,1965-02-11,018 Lorenz Junctions,1,0:0:83830582,5961
7,6,29.94,PUBG,4429,2018-00-11,2018-03-11,9153,7,9153,Deangelo.Brown,Deshawn18@yahoo.com,fr,Pete Wiza,f,1980-06-25,599 Emile Roads,0,0:0:44817392,11916
1,1,5.99,CSGO,4430,2018-07-21,2018-08-21,12005,1,12005,Willis.Koelpin12,Felton81@yahoo.com,de,Alta Terry,f,1988-07-29,39861 Tina Row,0,1:1:41421027,22002
13,1,9.99,premium,4431,2017-02-10,2018-02-10,13475,13,13475,Edmond.Bechtelar6,Deshawn.Stiedemann81@gmail.com,en_BORK,Janae Effertz,f,1969-02-12,866 Bednar Lodge,1,1:1:66956673,20284
2,3,17.97,CSGO,4432,2016-01-27,2016-02-27,12248,2,12248,Gaylord24,Stephan_Hintz@gmail.com,pl,Salvador Stamm,m,1980-03-27,0655 Lexie Run,1,1:1:107162510,6376
7,6,29.94,PUBG,4434,2016-07-01,2016-10-01,5250,7,5250,Dahlia_Trantow63,Conner49@gmail.com,vi,Jean Frami,f,1963-08-14,907 Fisher Ways,0,0:0:26197949,16470
10,3,17.97,D2,4435,2016-01-18,2016-04-18,14818,10,14818,Kathryne47,Simone_Frami@yahoo.com,tr,Hilton Nikolaus,f,1997-05-26,86560 Leonie Island,1,0:0:68870038,10805
10,3,17.97,D2,4436,2018-03-28,2018-06-28,15660,10,15660,Carmen_Lemke,Abdiel.Berge@yahoo.com,de,Sebastian Champlin,f,1977-03-19,132 Jerde Throughway,1,1:1:71152740,22248
2,3,17.97,CSGO,4437,2018-11-05,2018-12-05,13928,2,13928,Marlen_Mayert56,Catalina_Zieme@gmail.com,uk,Daren Braun,f,1986-11-29,050 Larson Field,0,0:0:81599214,22955
1,1,5.99,CSGO,4438,2016-04-18,2016-07-18,5261,1,5261,Rosalind.Kozey55,Eliseo46@yahoo.com,uk,Bessie Kuphal,f,1970-05-07,45974 Hansen Islands,1,0:0:84712181,12346
1,1,5.99,CSGO,4439,2018-04-14,2018-07-14,12987,1,12987,Willard69,Cortez.Towne@hotmail.com,tr,Peyton Feest,m,1961-06-20,192 Leannon Rapids,0,1:1:13705644,13524
3,6,29.94,CSGO,4441,2016-01-28,2016-02-28,12663,3,12663,Luigi17,Guiseppe50@yahoo.com,ko,Graham Batz,f,1984-11-26,198 Shields Rapids,0,1:1:13403604,11240
10,3,17.97,D2,4442,2017-10-04,2018-01-04,5684,10,5684,Garth.Waters,Emmitt_Yost@yahoo.com,en_IE,Jillian Kuvalis,f,1977-09-03,00845 Dickens Centers,0,0:0:63151272,21626
1,1,5.99,CSGO,4443,2016-09-22,2016-10-22,14206,1,14206,Jeanne.Oberbrunner48,Angela.Streich@yahoo.com,az,Ali Jerde,f,1977-08-09,7447 Lorenzo Trail,1,0:0:30459901,10062
2,3,17.97,CSGO,4444,2018-03-09,2018-04-09,5374,2,5374,Olaf11,Kiera.Schiller24@gmail.com,zh_TW,Anabelle Runolfsson,f,1989-12-26,71197 Feeney Point,0,1:1:34864873,18862
10,3,17.97,D2,4445,2018-05-26,2018-08-26,2905,10,2905,Herminio.Reichert,Tony_Langosh78@gmail.com,vi,Uriah Grady,f,1993-08-23,835 Hipolito Mount,0,1:1:43839425,2107
1,1,5.99,CSGO,4446,2016-03-26,2016-04-26,11886,1,11886,Brain.Rippin37,Trace.Hammes@hotmail.com,nb_NO,Howard Franecki,f,1960-03-18,683 Powlowski Gateway,0,0:0:99027355,11373
7,6,29.94,PUBG,4447,2017-11-29,2018-05-29,3367,7,3367,Emmet99,Edmund87@yahoo.com,sv,Priscilla Runolfsdottir,m,1993-07-27,00565 Adah Knoll,1,0:0:35248187,961
1,1,5.99,CSGO,4448,2017-08-29,0000-00-00,5212,1,5212,Zita38,Patsy.Carter79@gmail.com,es,Brandi Altenwerth,f,1976-07-13,77983 Astrid Avenue,0,1:1:30353527,12251
13,1,9.99,premium,4449,2016-07-09,2017-07-09,13657,13,13657,Maria_Walker30,Florida51@yahoo.com,en_GB,Kirk Considine,m,1987-02-21,68989 Medhurst Pines,1,0:0:96213118,13638
2,3,17.97,CSGO,4450,2018-08-07,2018-09-07,2850,2,2850,Tyreek_Nader89,Julie70@hotmail.com,en_IND,Joe Powlowski,f,1971-07-12,659 Skye Greens,0,1:1:73040028,311
1,1,5.99,CSGO,4451,2017-07-10,2017-08-10,9468,1,9468,Precious83,Virgil80@gmail.com,fr,Ora Walsh,m,1995-10-30,577 Towne Manor,0,1:1:72000763,5517
3,6,29.94,CSGO,4452,2017-07-15,2017-08-15,6130,3,6130,Carmine.Waters80,Alberto_Considine9@yahoo.com,de,Gwendolyn Emard,m,1976-09-07,82089 Javonte Squares,1,0:0:59295962,8531
1,1,5.99,CSGO,4453,2018-10-13,2019-10-13,16970,1,16970,Madonna.Doyle14,Monserrat_Kohler72@hotmail.com,es_MX,Kaylin Witting,m,1982-11-24,32495 Lesch Groves,1,1:1:55153301,6115
7,6,29.94,PUBG,4454,2018-00-23,2018-06-23,12633,7,12633,Antonina87,Alivia_Yost18@yahoo.com,sk,Eugenia Marvin,m,1988-03-25,441 Rutherford Plain,0,1:1:24726351,9241
1,1,5.99,CSGO,4455,2018-10-09,2019-04-09,15801,1,15801,Damian58,Khalid.McGlynn65@gmail.com,tr,Austyn Huels,m,1977-12-13,5119 Runolfsson Creek,0,1:1:71589990,13870
13,1,9.99,premium,4456,2018-11-09,2019-11-09,746,13,746,Jed.Wolff,Leslie.Goodwin90@yahoo.com,en,Telly Douglas,f,1988-03-07,8028 Koss Crossing,1,1:1:100291455,319
10,3,17.97,D2,4458,2016-11-15,2017-02-15,2106,10,2106,Kasey.Mills49,Johan.Huel69@yahoo.com,id_ID,Sienna Weimann,f,1980-05-20,423 Ryan Cove,0,0:0:97266345,1547
10,3,17.97,D2,4459,2017-08-11,2017-11-11,10788,10,10788,Hillard80,Loren_Schmeler@gmail.com,fa,Reed Pagac,m,1998-04-03,74453 Sporer Glens,0,1:1:33279510,11108
1,1,5.99,CSGO,4460,2016-02-23,2016-05-23,9255,1,9255,Kayli53,Cloyd_Hoeger@gmail.com,de_AT,Kenneth Rippin,f,1993-02-17,9270 Flatley Stream,0,0:0:103970012,23467
1,1,5.99,CSGO,4461,2018-10-08,2019-10-08,15540,1,15540,Rahsaan99,Hermina.Pfeffer@yahoo.com,zh_CN,Xzavier Rau,m,1998-12-19,485 Bartell Mountains,0,1:1:104984508,11742
1,1,5.99,CSGO,4462,2018-05-05,2018-08-05,6897,1,6897,Anais_Hintz26,Jensen91@yahoo.com,tr,Jadyn Toy,m,1985-10-10,8620 Oberbrunner Orchard,1,1:1:32532012,24796
1,1,5.99,CSGO,4463,2016-01-11,2017-01-11,15353,1,15353,Kyla72,Carleton.OKon30@yahoo.com,uk,Meaghan Quitzon,m,1986-12-02,36337 Maggio Hollow,1,1:1:94124832,18933
1,1,5.99,CSGO,4464,2017-11-25,2018-11-25,5784,1,5784,Sandrine_Reilly70,Javonte.Stracke35@yahoo.com,en_IE,Alessandro Rice,f,1987-03-17,884 Grady Well,0,1:1:58289817,20568
1,1,5.99,CSGO,4465,2016-00-23,2016-12-23,360,1,360,Mariela_Goodwin24,Noah.Deckow84@gmail.com,nep,Flavio McLaughlin,f,1994-02-13,0362 Rubye Flats,1,0:0:82669332,493
4,12,39.99,CSGO,4466,2018-03-17,2018-06-17,15469,4,15469,Logan8,Lenna22@yahoo.com,nb_NO,Jonatan Schroeder,m,1996-11-08,94592 Carol Fall,0,0:0:65910637,5639
3,6,29.94,CSGO,4467,2017-10-04,2017-11-04,7487,3,7487,Rossie.Daniel97,Rossie30@hotmail.com,tr,Hester Haag,f,1962-05-12,53308 Hahn Square,1,1:1:108564491,5685
1,1,5.99,CSGO,4468,2017-10-26,2017-11-26,12565,1,12565,Hilda13,Gerald.Littel76@yahoo.com,zh_TW,Talon White,f,1984-04-22,70346 Pansy Island,0,1:1:100307103,8064
4,12,39.99,CSGO,4469,2018-04-21,2018-05-21,15265,4,15265,Dianna.Stanton,Jessy_Kutch@yahoo.com,fr,Claudia Zemlak,m,1961-02-19,5346 Crystal Inlet,1,1:1:92338596,6884
10,3,17.97,D2,4470,2017-01-19,2017-04-19,4363,10,4363,Will_Deckow14,Marlen79@hotmail.com,nb_NO,Gloria Emard,m,1960-12-16,269 Lynn Underpass,0,0:0:87859976,3364
2,3,17.97,CSGO,4471,2016-11-19,2016-12-19,11684,2,11684,Diego.Lakin,Josue_Morar73@yahoo.com,en_IE,Helmer Renner,f,1998-07-30,8752 Dietrich Point,0,1:1:87927819,7385
7,6,29.94,PUBG,4472,2016-10-20,2017-01-20,737,7,737,Charlie_Fahey21,Greyson28@gmail.com,nl,Cassandra Raynor,m,1978-11-28,7349 Manley Terrace,1,0:0:55543074,4334
10,3,17.97,D2,4474,2016-02-01,2016-05-01,12654,10,12654,Ernestine.Wilkinson,Britney.Medhurst@gmail.com,en_au_ocker,Hattie Quigley,m,1980-07-13,0572 Gibson Lakes,0,0:0:100151785,23777
7,6,29.94,PUBG,4475,2017-01-22,2017-07-22,87,7,87,Karelle_Lang,Elsie_Johnson@yahoo.com,nb_NO,Bobbie Schinner,m,1994-12-18,325 Jacobson Village,0,1:1:14162528,2190
13,1,9.99,premium,4476,2018-05-03,2019-05-03,13478,13,13478,Kyler56,Burley_Lakin15@gmail.com,en_IND,Aditya Hoppe,m,1966-04-28,19070 Orn Canyon,1,0:0:75052084,11064
4,12,39.99,CSGO,4477,2017-10-13,2017-11-13,6822,4,6822,Calista_Donnelly,Delphine.Vandervort@yahoo.com,cz,Aiden Hansen,f,1985-05-26,938 Marilyne Motorway,1,1:1:73999139,18913
3,6,29.94,CSGO,4478,2017-08-09,2017-09-09,8304,3,8304,Callie.Borer,Jacklyn11@yahoo.com,id_ID,Cortez Davis,f,1971-05-22,719 Runolfsson Parks,1,0:0:31636437,22140
1,1,5.99,CSGO,4479,2017-10-11,2017-11-11,15172,1,15172,Alize_Gislason5,Christ23@hotmail.com,az,Candice Yost,f,1992-08-26,0139 Kozey River,0,0:0:24803838,16489
1,1,5.99,CSGO,4480,2016-08-07,2016-09-07,6107,1,6107,Chanel_Roberts,Kellen27@yahoo.com,cz,Zora Hauck,f,1991-04-29,2786 Thompson Village,0,1:1:38474709,9138
13,1,9.99,premium,4482,2016-08-24,2017-08-24,1513,13,1513,Ezekiel_Orn49,Merle.Upton30@gmail.com,en_au_ocker,Mortimer Schultz,m,1977-07-02,569 Jany Ridge,1,1:1:81472244,2502
1,1,5.99,CSGO,4483,2018-11-08,2018-12-08,8298,1,8298,Evangeline.Windler70,Orland.Waelchi@gmail.com,en_AU,Karl MacGyver,f,1971-12-24,1946 Hammes Corners,1,0:0:106160679,21931
1,1,5.99,CSGO,4484,2016-02-07,2017-02-07,6195,1,6195,Sim56,Orlando56@hotmail.com,zh_TW,Fabian Smitham,m,1993-08-02,95060 Marcellus Mountains,0,1:1:99270418,6402
4,12,39.99,CSGO,4486,2018-00-09,2018-03-09,145,4,145,Rylee_Eichmann,Cale.Bailey50@hotmail.com,es,Soledad Brakus,f,1991-09-25,2664 Witting Orchard,1,0:0:43185608,4991
4,12,39.99,CSGO,4487,2018-06-00,2018-07-00,9874,4,9874,Jaunita_Mitchell18,Mathew_Ryan@gmail.com,fr,Foster Conroy,m,1994-09-24,62345 Richard Mills,1,0:0:12064454,23085
7,6,29.94,PUBG,4488,2018-09-04,2019-03-04,1067,7,1067,Kassandra_Hirthe63,Nina53@hotmail.com,id_ID,Camylle Barrows,m,1966-04-22,75077 Magali Hollow,1,1:1:46985129,1703
10,3,17.97,D2,4492,2017-02-28,2017-05-28,10505,10,10505,Felipe.Kilback,Daron8@hotmail.com,ja,Jeromy Upton,m,1988-07-20,822 Marshall Land,0,0:0:62865699,23813
13,1,9.99,premium,4493,2018-03-24,2019-03-24,12079,13,12079,Sylvester97,Carolyn0@gmail.com,en_BORK,Lindsay Gleichner,f,1982-02-10,98826 Barrows Mission,0,0:0:100220951,21929
1,1,5.99,CSGO,4494,2017-06-09,2017-09-09,8345,1,8345,Bella97,Kailyn_Kub@yahoo.com,ru,Kennedi Kuhn,m,1977-07-13,86583 Boyer Throughway,0,0:0:38423951,6496
4,12,39.99,CSGO,4495,2016-01-02,2016-04-02,10099,4,10099,Kamren_Wolff,Joshuah_Wolf@gmail.com,en_IE,Rosemary Price,f,1995-08-21,35897 Estel Cliffs,1,0:0:81921510,17481
13,1,9.99,premium,4496,2016-10-21,2017-10-21,13054,13,13054,Ivah_Lind85,Verna34@hotmail.com,en_IE,Annabelle Gottlieb,m,1977-10-05,5418 Ayla Lock,0,1:1:91054361,13291
4,12,39.99,CSGO,4497,2017-09-11,2017-10-11,11377,4,11377,Howard_Stokes44,Vicenta71@yahoo.com,it,Ken Lind,m,1988-02-09,6259 Casper Summit,0,1:1:92918037,11052
4,12,39.99,CSGO,4498,2018-03-08,2018-04-08,7377,4,7377,Anika.Goyette,Christelle0@yahoo.com,nep,Verona Walker,m,1980-09-13,9142 Lavern Lake,1,1:1:94759260,20197
1,1,5.99,CSGO,4499,2018-00-06,2018-12-06,12593,1,12593,Name.Wiza18,Annabel.Lebsack9@gmail.com,nep,Sally Ziemann,m,1999-01-04,80272 Tyshawn Ports,0,0:0:53677575,5143
13,1,9.99,premium,4500,2018-09-26,2019-09-26,11210,13,11210,Nadia.Swaniawski,Selina_Spencer@yahoo.com,en_CA,Betty Jenkins,m,1991-03-04,6167 Hollis Fall,1,1:1:38030617,15249
13,1,9.99,premium,4501,2017-00-25,2017-06-25,9047,13,9047,Juvenal_Jerde,Connor.Fadel@hotmail.com,fa,Javon Brakus,m,1962-03-31,88876 Katrine Squares,1,1:1:38776896,6503
13,1,9.99,premium,4502,2018-08-29,0000-00-00,11078,13,11078,Justus.Bartoletti,Jaida58@yahoo.com,sk,Dustin Carter,f,1977-04-12,59584 Danielle Fork,1,1:1:109774671,9103
10,3,17.97,D2,4503,2016-06-27,2016-09-27,12421,10,12421,Friedrich.Bartoletti90,Neal32@hotmail.com,en_US,Adeline Marvin,m,1984-12-28,015 Myron Underpass,0,1:1:30950598,17348
10,3,17.97,D2,4504,2018-03-12,2018-06-12,7305,10,7305,Payton_Kuvalis38,Macy.Rolfson@hotmail.com,en,Holly Emmerich,m,1983-12-06,334 Hills Parks,1,1:1:80508623,16084
1,1,5.99,CSGO,4505,2018-04-08,2019-04-08,7774,1,7774,Mafalda.Lueilwitz,Herta32@gmail.com,nl,Caleb Schuster,f,1971-03-25,88562 Brittany Street,1,1:1:74748100,10803
7,6,29.94,PUBG,4507,2017-03-00,2017-09-00,8044,7,8044,Danielle26,Coty_Beahan@gmail.com,fa,Orland Lehner,f,1977-01-11,41992 Crist Mountain,0,0:0:15172480,23361
3,6,29.94,CSGO,4508,2018-11-27,2018-12-27,11664,3,11664,Rita71,Lindsey_Hettinger89@hotmail.com,uk,Aimee Morissette,m,1974-08-12,99521 Jany Mill,1,0:0:47719645,9478
1,1,5.99,CSGO,4510,2018-04-22,2019-04-22,14894,1,14894,Jacinthe_Reilly,Brayan_Ledner10@yahoo.com,zh_TW,Carmine Lynch,m,1997-06-05,40801 Champlin Falls,1,1:1:10507301,8739
1,1,5.99,CSGO,4511,2018-00-16,2018-03-16,9303,1,9303,John.Bauch,Caleb_Bartoletti@yahoo.com,uk,Eileen Kuphal,m,1989-05-17,284 Lynch Extensions,0,0:0:62644262,17589
13,1,9.99,premium,4512,2018-00-12,2018-12-12,1021,13,1021,Terrence_Grimes,Anjali_Witting@gmail.com,id_ID,Kaitlin Dietrich,m,1968-09-20,6149 Aufderhar Camp,1,0:0:17969913,4242
4,12,39.99,CSGO,4513,2018-10-03,2018-11-03,16923,4,16923,Carlotta79,Ansel.Osinski@yahoo.com,nep,Dovie Reinger,m,1968-10-17,74937 Swift Village,1,1:1:59823716,10588
13,1,9.99,premium,4514,2017-09-05,2018-03-05,9026,13,9026,Fiona11,Lysanne13@yahoo.com,en,Monte Cartwright,m,1989-06-14,05220 Schamberger Mill,0,1:1:100181260,22084
1,1,5.99,CSGO,4515,2018-09-07,2018-10-07,9893,1,9893,Mathew.Jones,Juvenal_Mosciski@gmail.com,de_CH,Lincoln Barton,m,1975-12-10,4744 Anais Harbor,1,1:1:67491378,18026
7,6,29.94,PUBG,4516,2016-01-18,2016-04-18,13389,7,13389,Anais_Kemmer,Ephraim.Pagac52@hotmail.com,uk,Kris Kozey,f,1980-07-09,362 Carleton Orchard,1,1:1:102655669,6036
4,12,39.99,CSGO,4517,2017-08-17,2017-09-17,4908,4,4908,Jaycee88,Mae.Murray@gmail.com,pl,Jacquelyn Douglas,m,1969-05-14,918 Kutch Mountains,1,0:0:19047198,16496
1,1,5.99,CSGO,4518,2017-04-11,2017-10-11,481,1,481,Edward.Klocko,Noel71@gmail.com,es,Rick Corkery,f,1997-07-07,92960 Baby Ramp,1,0:0:85487171,3933
13,1,9.99,premium,4519,2018-02-11,2019-02-11,14407,13,14407,Barton.Goyette73,Maye.Glover@yahoo.com,ge,Vivian Barton,m,1972-06-11,802 Lilla Square,1,1:1:80809589,21408
3,6,29.94,CSGO,4520,2016-04-10,2016-05-10,11066,3,11066,Margarita_Monahan60,Kiana_Casper70@gmail.com,zh_TW,Oliver Padberg,m,1962-05-18,6110 Kovacek Forges,0,1:1:45275714,16327
3,6,29.94,CSGO,4521,2016-10-21,2016-11-21,13507,3,13507,Cleveland55,Enrique_Mueller89@yahoo.com,ru,Mervin Hoeger,f,1971-10-04,263 Yundt Row,1,0:0:31279574,14501
1,1,5.99,CSGO,4522,2017-11-07,2018-11-07,3581,1,3581,Kyra_Schneider97,Dagmar_Ernser@hotmail.com,en_AU,Aaron Windler,m,1992-05-23,0450 Padberg Lodge,0,0:0:67388010,3139
10,3,17.97,D2,4523,2017-06-12,2017-09-12,8183,10,8183,Laura.Mitchell,Janelle.Kertzmann69@hotmail.com,ko,Narciso Altenwerth,m,1986-08-30,73109 Gaylord Common,1,0:0:36360075,12122
10,3,17.97,D2,4524,2018-08-10,2018-11-10,6614,10,6614,Andy_Shields11,Darrell_Barton50@hotmail.com,en_GB,Justine Gerhold,f,1990-01-29,91980 Jack Valleys,0,0:0:78045510,9851
3,6,29.94,CSGO,4525,2018-05-23,2018-06-23,1039,3,1039,Jakob.Kulas44,Emmett.Rath37@gmail.com,en_IND,Kaycee Considine,f,1977-10-15,429 Malvina Grove,0,0:0:81173000,4326
2,3,17.97,CSGO,4526,2018-03-24,2018-04-24,11236,2,11236,Kacie62,Lucio36@gmail.com,ru,Zella Goyette,f,1987-08-25,29569 Aglae Bridge,0,1:1:81682044,21592
3,6,29.94,CSGO,4527,2018-04-28,2018-05-28,11390,3,11390,Johathan.Zulauf74,Domenica.Harris20@hotmail.com,cz,Makenna Nolan,f,1966-11-01,715 Audrey Mews,0,0:0:25687082,16347
1,1,5.99,CSGO,4529,2018-10-18,2019-04-18,6132,1,6132,Marcelle72,Brandy7@hotmail.com,vi,Matilde Heaney,m,1985-02-24,4316 Bernhard Flat,0,1:1:50909074,16146
1,1,5.99,CSGO,4531,2017-01-18,2017-07-18,2800,1,2800,Hubert.Mann65,Tianna.Ondricka3@yahoo.com,zh_CN,Cordelia Cruickshank,f,1962-11-18,814 Marcelina Manor,1,0:0:43354179,573
7,6,29.94,PUBG,4532,2016-00-13,2016-03-13,12739,7,12739,Eryn32,Maeve_Wilderman72@yahoo.com,nl,Pietro Orn,m,1967-09-25,361 Kunde Roads,0,1:1:49984347,19047
1,1,5.99,CSGO,4533,2016-09-02,2016-10-02,10312,1,10312,Barry16,Kayli79@hotmail.com,it,Claudia Hintz,f,1963-03-20,98964 Keegan Well,0,1:1:52099979,5085
13,1,9.99,premium,4534,2017-01-07,2017-07-07,2218,13,2218,Estrella55,Sidney.Haag@hotmail.com,ko,Hailie Shields,m,1979-09-23,12284 Bridget Falls,1,0:0:88616355,138
10,3,17.97,D2,4535,2018-03-28,2018-06-28,3992,10,3992,Jarret_Nikolaus,Hailee_Dare49@hotmail.com,nl,Jordane Grimes,m,1992-04-23,676 Hessel Mountain,1,1:1:103880303,689
4,12,39.99,CSGO,4536,2017-10-26,2017-11-26,9821,4,9821,Frances.Wiza,Tom.Reichel14@gmail.com,vi,Luigi Medhurst,m,1999-06-11,35840 Remington Knolls,1,0:0:65417569,15857
1,1,5.99,CSGO,4538,2017-01-20,2017-02-20,9248,1,9248,Calista_Roob,Laisha12@hotmail.com,uk,Bonnie MacGyver,m,1982-04-09,851 Braun Summit,0,1:1:98590853,22773
1,1,5.99,CSGO,4539,0000-00-00,2018-08-29,16870,1,16870,Holden48,Letitia_Hudson3@yahoo.com,en,Adeline Goodwin,m,1989-09-29,42613 Madaline Springs,1,1:1:55325964,5833
2,3,17.97,CSGO,4541,2018-10-03,2018-11-03,4601,2,4601,Leanne_Willms88,Beatrice8@hotmail.com,vi,Ansley Johnson,f,1962-02-11,188 Willis Mills,0,1:1:10747342,2815
4,12,39.99,CSGO,4542,2018-04-12,2018-05-12,4059,4,4059,Edward_Kozey,Marian.Rau@yahoo.com,en_US,Brendan Rau,m,1998-10-29,6346 Sammie Highway,0,1:1:45351853,1905
13,1,9.99,premium,4543,2016-07-25,2017-07-25,8742,13,8742,Broderick46,Talon.Conroy@hotmail.com,es,Carey Spencer,m,1980-10-21,670 Justice Parkways,0,0:0:19606141,9986
1,1,5.99,CSGO,4544,2016-06-05,2016-09-05,15196,1,15196,Meta52,Maci59@yahoo.com,de,Laila Spinka,m,1971-02-21,0125 Dicki Camp,0,0:0:33063627,16036
4,12,39.99,CSGO,4545,2017-07-18,2017-10-18,10140,4,10140,Leonel_Walter48,Devon.Rempel6@yahoo.com,pt_BR,Demarcus Kerluke,m,1981-03-21,635 Juliet Mall,0,0:0:65959628,2390
1,1,5.99,CSGO,4546,2018-02-18,2019-02-18,16376,1,16376,Eleazar.Turner58,Francesca.Moen20@hotmail.com,zh_CN,Josue Huel,f,1995-07-09,005 Waelchi Plaza,0,1:1:68666425,13681
7,6,29.94,PUBG,4547,2018-09-22,2018-12-22,879,7,879,Clovis_Bins44,Sigrid_Deckow@yahoo.com,fr,Otis Bayer,f,1990-07-21,78508 McKenzie Vista,1,1:1:89372799,1378
1,1,5.99,CSGO,4548,2016-03-10,2017-03-10,5877,1,5877,Martin.Kunze38,Darryl_Rice@hotmail.com,vi,Verner Armstrong,m,1975-03-05,8550 Bell Plain,0,0:0:15366414,17230
7,6,29.94,PUBG,4549,2016-02-04,2016-05-04,8149,7,8149,Amely.Schamberger,Destinee_Hammes@gmail.com,en_IE,Carolanne Buckridge,f,1963-09-06,7005 Maximus Spurs,1,1:1:90606582,15063
13,1,9.99,premium,4552,2018-02-07,2019-02-07,3280,13,3280,Joshua69,Mazie.Tromp@yahoo.com,en_IE,Clemmie Farrell,f,1966-05-14,945 Leuschke Forge,1,1:1:31295376,2281
1,1,5.99,CSGO,4554,2018-08-28,2018-11-28,14472,1,14472,Jordon_Ebert,Kip13@hotmail.com,nl,Abigale Breitenberg,m,1968-08-01,618 Monahan Trail,0,0:0:46857022,6400
4,12,39.99,CSGO,4555,2018-03-02,2018-06-02,1866,4,1866,Doug82,Marlene.Ullrich@yahoo.com,zh_TW,Ivory Marquardt,f,1995-03-24,99668 Dach Avenue,0,1:1:34782034,347
